cem N_HT TCP_10 TCP_kill_10 TCP_60 TCP_kill_60 TCP_120 TCP_kill_120 TCP_240 TCP_kill_240
1.045000000000000000e+02 3.000000000000000000e+00 9.175157112608964827e-01 9.835132753836416386e-01 8.196287128060061322e-01 9.626408037296665388e-01 7.192587052122549895e-01 9.391987697929022882e-01 6.129881768348872662e-01 9.114070281109502014e-01
1.055000000000000000e+02 3.000000000000000000e+00 9.194834537472781344e-01 9.842397896481552833e-01 8.218967018207042896e-01 9.638950615012887857e-01 7.209979540939736031e-01 9.408517880063281824e-01 6.136854987244605431e-01 9.133785093894786211e-01
1.065000000000000000e+02 3.000000000000000000e+00 9.195622503080715937e-01 9.843692475862160229e-01 8.219610438497785276e-01 9.641668112546927238e-01 7.210301078405899622e-01 9.412772075875794897e-01 6.136902696294257442e-01 9.139833798022161115e-01
1.075000000000000000e+02 3.000000000000000000e+00 9.188761615908536129e-01 9.842700176393892608e-01 8.211397151421625518e-01 9.640809452035951077e-01 7.203762207471146040e-01 9.412793795078499004e-01 6.134151316303105839e-01 9.141506303573926351e-01
1.085000000000000000e+02 3.000000000000000000e+00 9.191515115854383966e-01 9.844847719281478726e-01 8.214588065424612839e-01 9.645457812588894564e-01 7.206055791113236131e-01 9.420088768801125889e-01 6.134937645393135908e-01 9.151823841237957113e-01
1.095000000000000000e+02 3.000000000000000000e+00 9.230441395356987488e-01 9.857516406929242025e-01 8.259905193096529485e-01 9.666702390649487553e-01 7.241074803434365270e-01 9.447176625199775746e-01 6.149097669014796930e-01 9.182790366839798102e-01
1.105000000000000000e+02 3.000000000000000000e+00 9.221772507291653431e-01 9.855690117917882409e-01 8.249474320384151405e-01 9.664127759839218346e-01 7.232885232730277281e-01 9.444646584680017609e-01 6.145758753962360377e-01 9.181028966121458357e-01
1.115000000000000000e+02 3.000000000000000000e+00 9.223615155755785500e-01 9.857232284799956057e-01 8.251543481925631696e-01 9.667422493299030473e-01 7.234396341891701221e-01 9.449800969413870710e-01 6.146315423510090303e-01 9.188296262442928741e-01
1.125000000000000000e+02 3.000000000000000000e+00 9.220187229866791956e-01 9.857255983706401103e-01 8.247273487890852683e-01 9.668150714002580193e-01 7.230858008079864563e-01 9.451695963849569004e-01 6.144750077698160062e-01 9.191913413788866949e-01
1.135000000000000000e+02 3.000000000000000000e+00 9.244879382092950904e-01 9.865040405314491334e-01 8.275880058873466005e-01 9.680948434443674699e-01 7.253015714051719298e-01 9.467717986127575092e-01 6.153790454746106420e-01 9.209804539576108562e-01
1.145000000000000000e+02 3.000000000000000000e+00 9.249642920738869734e-01 9.867721479787489036e-01 8.281752628138048244e-01 9.686900735822997488e-01 7.257413215402851447e-01 9.477130404406302056e-01 6.155371203320723072e-01 9.223156248267376789e-01
1.155000000000000000e+02 3.000000000000000000e+00 9.287392320971206150e-01 9.879045103801600280e-01 8.325935946005806887e-01 9.705593544024094799e-01 7.291804649314542752e-01 9.500521975295085353e-01 6.169438153316291196e-01 9.249179122813776521e-01
1.165000000000000000e+02 3.000000000000000000e+00 9.300672440847090883e-01 9.883749255663172306e-01 8.341727066157363923e-01 9.714406267389034122e-01 7.304003919439236991e-01 9.512894412417961520e-01 6.174290871228642619e-01 9.264907453786196401e-01
1.175000000000000000e+02 3.000000000000000000e+00 9.311175238533612175e-01 9.887855447867925918e-01 8.354447981578916327e-01 9.722631289199118454e-01 7.313780637430672416e-01 9.525008881217945644e-01 6.178081862556149551e-01 9.281035038019294081e-01
1.185000000000000000e+02 3.000000000000000000e+00 9.339444012443376408e-01 9.896214294305475390e-01 8.387687353681505531e-01 9.736661957000851686e-01 7.339691539696695521e-01 9.542844223907891443e-01 6.188678135811694903e-01 9.301259558662988702e-01
1.195000000000000000e+02 3.000000000000000000e+00 9.348042506340061841e-01 9.899249857898151372e-01 8.397819044850900472e-01 9.742307266256255982e-01 7.347501166681595919e-01 9.550736706577088730e-01 6.191794320968654342e-01 9.311257175721938673e-01
1.205000000000000000e+02 3.000000000000000000e+00 9.372127944349191164e-01 9.906968954070543010e-01 8.426974648444730542e-01 9.756838578195048406e-01 7.370238554441406187e-01 9.571098156911463928e-01 6.200898392527940395e-01 9.337002883392492292e-01
1.215000000000000000e+02 3.000000000000000000e+00 9.374932177443685566e-01 9.908219253387031689e-01 8.430214997728280313e-01 9.759354734773991735e-01 7.372694850096443986e-01 9.574857781853644001e-01 6.201861383963322982e-01 9.342090183923380531e-01
1.225000000000000000e+02 3.000000000000000000e+00 9.378240710006988667e-01 9.909660767834436168e-01 8.434187112360096439e-01 9.762395963176697666e-01 7.375743287819258587e-01 9.579532784456621375e-01 6.203050227775361858e-01 9.348561226023817117e-01
1.235000000000000000e+02 3.000000000000000000e+00 9.388303831257559517e-01 9.913232345155001957e-01 8.446616750096321846e-01 9.769758833844417456e-01 7.385436730677559236e-01 9.590586019452972399e-01 6.206873741806652189e-01 9.363495892597060166e-01
1.245000000000000000e+02 3.000000000000000000e+00 9.396212534863597199e-01 9.916105405106485637e-01 8.456475010534718617e-01 9.775856478929408899e-01 7.393141206118427622e-01 9.599928354697424560e-01 6.209905444447518796e-01 9.376346915369960788e-01
1.255000000000000000e+02 3.000000000000000000e+00 9.388761718650266985e-01 9.914201114690710526e-01 8.447033949319873170e-01 9.772249181489992553e-01 7.385654603872721102e-01 9.594942382561245653e-01 6.206907579090501503e-01 9.370185964422748093e-01
1.265000000000000000e+02 3.000000000000000000e+00 9.402770328691332224e-01 9.918861010528383648e-01 8.464576302239716910e-01 9.781932081094970588e-01 7.399420082901274620e-01 9.609518971028276901e-01 6.212351035789474007e-01 9.389902801103627850e-01
1.275000000000000000e+02 3.000000000000000000e+00 9.405568382723848986e-01 9.920118702099710584e-01 8.468041404944545159e-01 9.784784931382850548e-01 7.402099839757164679e-01 9.614110718080877138e-01 6.213388194313360646e-01 9.396499668270651418e-01
1.285000000000000000e+02 3.000000000000000000e+00 9.405013275256833838e-01 9.920296542499578152e-01 8.467238715965899054e-01 9.785335307417942774e-01 7.401411340314388854e-01 9.615178890167982440e-01 6.213093743340558639e-01 9.398264463339366381e-01
1.295000000000000000e+02 3.000000000000000000e+00 9.405624684477343900e-01 9.920813608717297116e-01 8.467984070338043789e-01 9.786659097752370418e-01 7.401962267586780220e-01 9.617477645732767089e-01 6.213288991181741272e-01 9.401769442844892799e-01
1.305000000000000000e+02 3.000000000000000000e+00 9.413027545366089432e-01 9.923405999051262416e-01 8.477290609778341812e-01 9.792239817891466025e-01 7.409260870069666050e-01 9.626106215525241927e-01 6.216164008457302215e-01 9.413728467362404428e-01
1.315000000000000000e+02 3.000000000000000000e+00 9.412492965428674863e-01 9.923614867246263183e-01 8.476514578541081146e-01 9.792882559831568301e-01 7.408590601308838730e-01 9.627346604369474425e-01 6.215874475415450462e-01 9.415768678459428553e-01
1.325000000000000000e+02 3.000000000000000000e+00 9.416396657077875654e-01 9.925073337665886175e-01 8.481443713637192294e-01 9.796134033878088898e-01 7.412452179243511630e-01 9.632501616675703815e-01 6.217387440213467675e-01 9.423071837351738589e-01
1.335000000000000000e+02 3.000000000000000000e+00 9.418793141033102723e-01 9.926178501600607662e-01 8.484437101672015480e-01 9.798719890695373191e-01 7.414769541401424746e-01 9.636747319170492210e-01 6.218280626092881347e-01 9.429269948690280900e-01
1.345000000000000000e+02 3.000000000000000000e+00 9.417742864348513931e-01 9.926138557687389508e-01 8.482996847022381548e-01 9.798754385653871690e-01 7.413580134139386990e-01 9.636963822332359486e-01 6.217791815897044660e-01 9.429787606835601244e-01
1.355000000000000000e+02 3.000000000000000000e+00 9.424562786417695071e-01 9.928452238014150444e-01 8.491697992495814695e-01 9.803870903923685987e-01 7.420440106016613635e-01 9.645012716309994127e-01 6.220494046332705196e-01 9.441103934698860112e-01
1.365000000000000000e+02 3.000000000000000000e+00 9.425025776037665448e-01 9.928918849860770557e-01 8.492209335391527336e-01 9.805052813480416019e-01 7.420794500945989691e-01 9.647062147054745740e-01 6.220612782292346266e-01 9.444231263614167871e-01
1.375000000000000000e+02 3.000000000000000000e+00 9.430793957466783173e-01 9.930864613945070696e-01 8.499598731040896027e-01 9.809399103869284042e-01 7.426627561295305879e-01 9.653945231801257520e-01 6.222909575655143355e-01 9.453963045358617645e-01
1.385000000000000000e+02 3.000000000000000000e+00 9.429224421893813712e-01 9.930724609012842041e-01 8.497490228837727422e-01 9.809272669845504611e-01 7.424901809550836784e-01 9.653979991450439835e-01 6.222203263276748775e-01 9.454315048109892539e-01
1.395000000000000000e+02 3.000000000000000000e+00 9.432472507878969514e-01 9.931925630546433181e-01 8.501631472407412682e-01 9.812020612849385870e-01 7.428156032926707120e-01 9.658411638665140853e-01 6.223477386712273907e-01 9.460682308368071336e-01
1.405000000000000000e+02 3.000000000000000000e+00 9.434583350455009176e-01 9.932837578636486420e-01 8.504289611799177306e-01 9.814166746776950001e-01 7.430224019660609525e-01 9.661946086910405684e-01 6.224278038417243586e-01 9.465853318906179981e-01
1.415000000000000000e+02 3.000000000000000000e+00 9.436334015881953086e-01 9.933613040740644218e-01 8.506494634095851382e-01 9.816010607401896015e-01 7.431936774148321101e-01 9.665003524809626656e-01 6.224938891065614488e-01 9.470351423780479783e-01
1.425000000000000000e+02 3.000000000000000000e+00 9.439150211273115154e-01 9.934656627127044226e-01 8.510099680675184963e-01 9.818431532819918983e-01 7.434771476900960963e-01 9.668943517870022264e-01 6.226047022283164312e-01 9.476055013293339657e-01
1.435000000000000000e+02 3.000000000000000000e+00 9.441047174339866066e-01 9.935495098639776090e-01 8.512495712362802003e-01 9.820439285342834612e-01 7.436633975624404869e-01 9.672287216864459136e-01 6.226765268317558943e-01 9.480991045240124704e-01
1.445000000000000000e+02 3.000000000000000000e+00 9.442695800553747576e-01 9.936174585710509932e-01 8.514591645078166682e-01 9.822052142819227560e-01 7.438271885030893760e-01 9.674955894007341017e-01 6.227400806395880783e-01 9.484908856828538903e-01
1.455000000000000000e+02 3.000000000000000000e+00 9.445180588466179916e-01 9.937155730453284264e-01 8.517765521883025048e-01 9.824373523803252573e-01 7.440759906655000089e-01 9.678786490610223892e-01 6.228369012915943026e-01 9.490518797624745151e-01
1.465000000000000000e+02 3.000000000000000000e+00 9.446830247472074449e-01 9.937880184540706097e-01 8.519856621888433068e-01 9.826123398997719249e-01 7.442387162353203411e-01 9.681716329481060423e-01 6.228996365275325520e-01 9.494861934790960190e-01
1.475000000000000000e+02 3.000000000000000000e+00 9.448301507776092345e-01 9.938522741827509055e-01 8.521723942286454356e-01 9.827678018491589063e-01 7.443841233864076923e-01 9.684321735669934039e-01 6.229557204909124124e-01 9.498726903144252276e-01
1.485000000000000000e+02 3.000000000000000000e+00 9.450086659017691293e-01 9.939247239560997649e-01 8.524005221619078698e-01 9.829415430262078424e-01 7.445627235467512373e-01 9.687214562433706933e-01 6.230250215124059077e-01 9.502994631166933326e-01
1.495000000000000000e+02 3.000000000000000000e+00 9.451417521786309450e-01 9.939862041120143266e-01 8.525687757676501111e-01 9.830922395122996260e-01 7.446931760014743329e-01 9.689762279597454731e-01 6.230750403905926937e-01 9.506800906777703730e-01
0.000000000000000000e+00 4.000000000000000000e+00 5.533459312634031457e-01 5.533459312634031457e-01 5.533459312634031457e-01 5.533459312634031457e-01 5.533459312634031457e-01 5.533459312634031457e-01 5.533459312634031457e-01 5.533459312634031457e-01
5.000000000000000278e-02 4.000000000000000000e+00 5.825719303421696971e-01 5.962373054340815992e-01 5.724853617682311713e-01 5.863575816388810757e-01 5.648920822941548847e-01 5.789146914012325285e-01 5.575700406173558221e-01 5.717332582215863823e-01
1.500000000000000222e-01 4.000000000000000000e+00 6.194873545614544286e-01 6.366422055907208222e-01 5.965323643365099127e-01 6.143920654389908309e-01 5.793085668401523058e-01 5.976632940154369411e-01 5.628027517991245343e-01 5.816035313887552016e-01
2.500000000000000000e-01 4.000000000000000000e+00 6.480925874578947754e-01 6.684716660173056768e-01 6.152020239294477832e-01 6.369282413070417315e-01 5.904761483954739099e-01 6.131346063373462885e-01 5.668349423838040524e-01 5.903165245055002064e-01
3.500000000000000333e-01 4.000000000000000000e+00 6.679029524524955352e-01 6.908340742421040792e-01 6.282193975118284257e-01 6.531483186466318092e-01 5.982697209381642178e-01 6.245734714255610776e-01 5.696415537768108051e-01 5.971453836604978527e-01
4.500000000000000111e-01 4.000000000000000000e+00 6.825326071247365123e-01 7.075162744938652271e-01 6.379091406472771064e-01 6.655119662570440076e-01 6.040844994015521774e-01 6.334872493648947556e-01 5.717339458659955742e-01 6.026971907428465558e-01
5.500000000000000444e-01 4.000000000000000000e+00 6.941492412537548784e-01 7.208667298220566844e-01 6.456635963726943261e-01 6.755985585854472619e-01 6.087501485821948943e-01 6.408975978204592971e-01 5.734125753294847527e-01 6.074698809499466945e-01
6.500000000000001332e-01 4.000000000000000000e+00 7.036735681705617029e-01 7.318774564424258555e-01 6.520694227122223463e-01 6.840590500339429614e-01 6.126156909285224161e-01 6.472128911699063236e-01 5.748041782404673672e-01 6.116459982974934428e-01
7.500000000000000000e-01 4.000000000000000000e+00 7.110166407911221453e-01 7.405460684449282072e-01 6.569970595566356764e-01 6.908279505341425875e-01 6.155745167371772242e-01 6.523721072173315205e-01 5.758611887119070571e-01 6.152067362336487433e-01
8.500000000000000888e-01 4.000000000000000000e+00 7.176341370237232509e-01 7.483322988520970664e-01 6.614894642466806474e-01 6.969938688768878565e-01 6.182906599659840907e-01 6.571173039166023910e-01 5.768366536631792663e-01 6.185128461204870698e-01
9.499999999999999556e-01 4.000000000000000000e+00 7.236234498159144213e-01 7.554007066681852622e-01 6.655734878762468165e-01 7.026515057903025552e-01 6.207635477541704194e-01 6.615141121262466672e-01 5.777246986917633498e-01 6.216223040241992681e-01
1.500000000000000000e+00 4.000000000000000000e+00 7.461408389340978831e-01 7.822687974570631253e-01 6.811896667675202410e-01 7.249749199907168373e-01 6.302837923375670393e-01 6.794522868366161816e-01 5.811492342137291045e-01 6.349297237897608692e-01
2.500000000000000000e+00 4.000000000000000000e+00 7.722558785329458608e-01 8.140304696315094901e-01 6.997015642056545470e-01 7.528238100854710568e-01 6.416577217618232298e-01 7.029330031645376620e-01 5.852416619759125416e-01 6.535324051569979531e-01
3.500000000000000000e+00 4.000000000000000000e+00 7.885132192943411500e-01 8.340508085321983733e-01 7.115737521118733477e-01 7.715164707823900514e-01 6.490424764157421977e-01 7.195304611902280101e-01 5.879083587390574461e-01 6.675277699170042434e-01
4.500000000000000000e+00 4.000000000000000000e+00 7.999972515354601965e-01 8.483578695500286759e-01 7.201409068570634453e-01 7.855345107447159192e-01 6.544166625766866252e-01 7.324784691614143473e-01 5.898525273599498631e-01 6.789542974501553418e-01
5.500000000000000000e+00 4.000000000000000000e+00 8.088534765509605151e-01 8.594583236724999686e-01 7.268608557600285680e-01 7.968307152140388094e-01 6.586597725282009597e-01 7.432323104706310968e-01 5.913890932901120223e-01 6.887650099657650626e-01
6.500000000000000000e+00 4.000000000000000000e+00 8.160156091501963305e-01 8.684607612690828926e-01 7.323720067176238135e-01 8.062718092327525454e-01 6.621603682925554235e-01 7.524343328140681297e-01 5.926592487378380403e-01 6.973710263583684510e-01
7.500000000000000000e+00 4.000000000000000000e+00 8.219753255418055238e-01 8.759738874572707834e-01 7.370230315941633803e-01 8.143856350473251959e-01 6.651317920666042216e-01 7.605221038748786189e-01 5.937389904445476985e-01 7.051108870199443990e-01
8.500000000000000000e+00 4.000000000000000000e+00 8.271812134225375868e-01 8.825066845159598161e-01 7.411338852035010971e-01 8.215950956682080975e-01 6.677724452430819913e-01 7.678244805898506442e-01 5.947008692901405436e-01 7.122093449522988173e-01
9.500000000000000000e+00 4.000000000000000000e+00 8.319516568017656377e-01 8.883970599556513248e-01 7.449630423476403251e-01 8.282302743621553498e-01 6.702541562240135198e-01 7.746344458663206867e-01 5.956103092174238611e-01 7.189016191618738949e-01
1.050000000000000000e+01 4.000000000000000000e+00 8.361874833571263377e-01 8.936112321620064414e-01 7.483726955821043969e-01 8.341789964057457762e-01 6.724649578624068980e-01 7.808062827203133827e-01 5.964197739781225138e-01 7.250385335520259655e-01
1.150000000000000000e+01 4.000000000000000000e+00 8.391145089913725208e-01 8.975380085073413339e-01 7.507323782750688901e-01 8.388792981117664249e-01 6.739834071633730161e-01 7.858920383225795891e-01 5.969664115608644961e-01 7.303368792733724302e-01
1.250000000000000000e+01 4.000000000000000000e+00 8.431501976692046263e-01 9.022381589104284672e-01 7.540627840041094210e-01 8.443487263399332976e-01 6.761751241541651414e-01 7.916189503756475565e-01 5.977786611210668122e-01 7.360528699481273529e-01
1.350000000000000000e+01 4.000000000000000000e+00 8.456247918270937136e-01 9.055141841557849958e-01 7.560900060091196861e-01 8.483733697329649548e-01 6.774916226654499329e-01 7.960540047050790324e-01 5.982558099860285639e-01 7.407476795126967106e-01
1.450000000000000000e+01 4.000000000000000000e+00 8.485900655679670113e-01 9.091058739999000604e-01 7.585480148824519375e-01 8.527256767497329859e-01 6.791042814293506424e-01 8.007777136702528553e-01 5.988475819603010786e-01 7.456553676472141845e-01
1.550000000000000000e+01 4.000000000000000000e+00 8.507834933148841206e-01 9.119440225154353818e-01 7.603789887326493080e-01 8.563016260600460061e-01 6.803043742675242145e-01 8.047813562848940006e-01 5.992848958248343516e-01 7.499487723433005959e-01
1.650000000000000000e+01 4.000000000000000000e+00 8.529484611928515037e-01 9.146417829349124951e-01 7.622375793835344249e-01 8.597587083029204491e-01 6.815442011164069003e-01 8.086788923265307849e-01 5.997434113231281394e-01 7.541363761373478525e-01
1.750000000000000000e+01 4.000000000000000000e+00 8.552031534135952073e-01 9.173891575816149890e-01 7.641368846307735607e-01 8.632226845330784881e-01 6.827981070750817061e-01 8.125521122792236373e-01 6.002041804237141509e-01 7.582772895328095952e-01
1.850000000000000000e+01 4.000000000000000000e+00 8.574015894218132150e-01 9.199796739616514785e-01 7.660249785148711688e-01 8.665290020902394197e-01 6.840593046388093734e-01 8.162695512846590562e-01 6.006717518896779184e-01 7.622605905258260650e-01
1.950000000000000000e+01 4.000000000000000000e+00 8.596211319617501623e-01 9.225421534053491746e-01 7.679505901446789240e-01 8.698227281058027449e-01 6.853541284610742412e-01 8.199846887451361921e-01 6.011545993857330128e-01 7.662462278968288354e-01
2.050000000000000000e+01 4.000000000000000000e+00 8.610530116066260620e-01 9.244582991582221965e-01 7.691459116453874811e-01 8.723664686494547738e-01 6.861312423136626260e-01 8.229599937674576537e-01 6.014332229625032333e-01 7.695820361400617093e-01
2.150000000000000000e+01 4.000000000000000000e+00 8.626091398381964259e-01 9.264367022405514129e-01 7.704552578108864180e-01 8.749855539414309602e-01 6.869854682558512726e-01 8.260077141731341221e-01 6.017401119049313740e-01 7.729784400576938941e-01
2.250000000000000000e+01 4.000000000000000000e+00 8.647779858045610002e-01 9.287479904975914913e-01 7.724127061899559443e-01 8.780383946405782014e-01 6.883331550546192279e-01 8.294932776306949140e-01 6.022522235871049512e-01 7.767355811655578535e-01
2.350000000000000000e+01 4.000000000000000000e+00 8.656496970715088501e-01 9.300704643345480971e-01 7.731441131702010416e-01 8.798987582754821402e-01 6.888067510862722065e-01 8.317673889954323441e-01 6.024197694099239220e-01 7.793904493087302487e-01
2.450000000000000000e+01 4.000000000000000000e+00 8.674240648085139727e-01 9.320660292903291122e-01 7.746901266659046437e-01 8.825394004561494254e-01 6.898439404302540989e-01 8.348172607144519475e-01 6.028038286521937295e-01 7.827442679751830390e-01
2.550000000000000000e+01 4.000000000000000000e+00 8.685742794972345360e-01 9.335199873427589834e-01 7.757089467809028527e-01 8.845774953588398937e-01 6.905306229333471046e-01 8.372756467818135429e-01 6.030573693756732245e-01 7.855597861814753724e-01
2.650000000000000000e+01 4.000000000000000000e+00 8.699805990374108733e-01 9.351642511147689740e-01 7.769601276990033556e-01 8.868538494214964762e-01 6.913757785535638023e-01 8.399933672146966401e-01 6.033693400566991771e-01 7.886418658603143728e-01
2.750000000000000000e+01 4.000000000000000000e+00 8.711050605502903554e-01 9.365386489092805133e-01 7.779479380635582197e-01 8.887681773512197125e-01 6.920384611377322637e-01 8.422942028201173548e-01 6.036135533177531265e-01 7.912710143562143861e-01
2.850000000000000000e+01 4.000000000000000000e+00 8.721258596906158456e-01 9.378387156378144018e-01 7.788524820713932373e-01 8.906299255999026165e-01 6.926449416399036441e-01 8.445818648519370919e-01 6.038343860631560922e-01 7.939412576224620377e-01
2.950000000000000000e+01 4.000000000000000000e+00 8.733217117029078436e-01 9.392011884795197219e-01 7.799315127912980206e-01 8.925365555500465176e-01 6.933837424570026275e-01 8.468690536817707892e-01 6.041125257143130645e-01 7.965385045772601647e-01
3.050000000000000000e+01 4.000000000000000000e+00 8.749761655948123940e-01 9.408862800896619083e-01 7.814142758791802201e-01 8.948250320021435833e-01 6.943931205077560342e-01 8.495516895394211732e-01 6.044897650862638416e-01 7.995208182635152871e-01
3.150000000000000000e+01 4.000000000000000000e+00 8.757169637814402607e-01 9.418612967454147444e-01 7.821196081804001610e-01 8.963138097511423874e-01 6.948858834269621143e-01 8.514429052767346073e-01 6.046752188552680929e-01 8.017762700165280698e-01
3.250000000000000000e+01 4.000000000000000000e+00 8.768548355151094542e-01 9.431508204598131329e-01 7.831204031681802125e-01 8.981177049245963051e-01 6.955574954909151675e-01 8.536211514990198479e-01 6.049225454848424777e-01 8.042785796915328245e-01
3.350000000000000000e+01 4.000000000000000000e+00 8.781578718350591117e-01 9.444477836546200100e-01 7.843582202315464436e-01 8.999757242192923945e-01 6.964317608946822835e-01 8.558689676654842593e-01 6.052594351432025732e-01 8.068329327092829129e-01
3.450000000000000000e+01 4.000000000000000000e+00 8.789831075355447609e-01 9.454932643430895567e-01 7.850603055628880833e-01 9.014843327988990573e-01 6.968863185037728059e-01 8.577454121912271301e-01 6.054188373590521088e-01 8.090602106464349630e-01
3.550000000000000000e+01 4.000000000000000000e+00 8.795616849688058236e-01 9.463066410510492243e-01 7.856223490605004356e-01 9.027911508026713605e-01 6.972778831749161244e-01 8.594664400929359349e-01 6.055626092684092132e-01 8.111815374346768026e-01
3.650000000000000000e+01 4.000000000000000000e+00 8.808179481477296235e-01 9.475373648891322054e-01 7.867608044651595023e-01 9.044978330747153183e-01 6.980600553985361056e-01 8.614973164123224114e-01 6.058586908901750778e-01 8.134683886156282018e-01
3.750000000000000000e+01 4.000000000000000000e+00 8.811643307400713887e-01 9.481801913439324991e-01 7.870961774363725016e-01 9.055775519781594785e-01 6.982900789637505046e-01 8.629685730697693735e-01 6.059399441717809864e-01 8.153388869442418363e-01
3.850000000000000000e+01 4.000000000000000000e+00 8.826888261582657158e-01 9.495791934364171683e-01 7.884910608705530954e-01 9.075189369049432297e-01 6.992500883854761984e-01 8.652706897849792300e-01 6.063021757136541900e-01 8.179183443935974518e-01
3.950000000000000000e+01 4.000000000000000000e+00 8.832698406978950478e-01 9.503154847285990581e-01 7.890397391144864381e-01 9.086699031537779359e-01 6.996307977837740166e-01 8.667651719530081733e-01 6.064442984599356379e-01 8.197411241099407109e-01
4.050000000000000000e+01 4.000000000000000000e+00 8.842362838332079589e-01 9.512842382868782476e-01 7.899687747794061909e-01 9.101162680678629435e-01 7.002882941523621563e-01 8.685705897535115350e-01 6.066966129592000767e-01 8.218564967120065567e-01
4.150000000000000000e+01 4.000000000000000000e+00 8.844396721302510977e-01 9.518160317539846593e-01 7.901005966825527249e-01 9.109844010135805803e-01 7.003451150859166807e-01 8.697598760621388925e-01 6.067026216930219151e-01 8.233994359926661843e-01
4.250000000000000000e+01 4.000000000000000000e+00 8.851073261742927745e-01 9.525992159747274091e-01 7.907222044743346112e-01 9.121866465877068730e-01 7.007743361772543755e-01 8.713103161667348218e-01 6.068623079473156601e-01 8.252850368923835278e-01
4.350000000000000000e+01 4.000000000000000000e+00 8.859852532681805615e-01 9.534701753042303940e-01 7.915373340654864309e-01 9.134629296654650510e-01 7.013396085436005567e-01 8.728895857363091482e-01 6.070766660064050857e-01 8.271278074508134903e-01
4.450000000000000000e+01 4.000000000000000000e+00 8.866037112473282855e-01 9.541731638521941949e-01 7.921569498586039648e-01 9.146058345209557849e-01 7.017822901161948623e-01 8.744010003569434586e-01 6.072445477842395301e-01 8.289918395487565483e-01
4.550000000000000000e+01 4.000000000000000000e+00 8.871591551004238685e-01 9.548487253694590837e-01 7.927016655068143125e-01 9.156965337377394043e-01 7.021662830333983418e-01 8.758486628172537092e-01 6.073871675717412710e-01 8.307914923988387601e-01
4.650000000000000000e+01 4.000000000000000000e+00 8.877889566443052383e-01 9.555426327379088480e-01 7.932505590450431576e-01 9.167157425858648567e-01 7.025306023001287592e-01 8.771225979073306034e-01 6.075212090640056406e-01 8.323016606537390061e-01
4.750000000000000000e+01 4.000000000000000000e+00 8.886431087168149556e-01 9.564031168665901861e-01 7.940339369980345952e-01 9.180003862575265572e-01 7.030655024503730255e-01 8.787431628226151092e-01 6.077190295539279807e-01 8.342353843809985348e-01
4.850000000000000000e+01 4.000000000000000000e+00 8.900096156104280176e-01 9.574874974607310296e-01 7.954262854439072550e-01 9.196453765430717686e-01 7.040838507962453585e-01 8.807965532015048504e-01 6.081184111925886926e-01 8.366208319813075445e-01
4.950000000000000000e+01 4.000000000000000000e+00 8.903611561040515321e-01 9.580297677718888627e-01 7.956629737617206821e-01 9.204571914497327034e-01 7.042019879169585383e-01 8.818496507984547872e-01 6.081472771579796710e-01 8.379342036239203484e-01
5.050000000000000000e+01 4.000000000000000000e+00 8.904246674469040723e-01 9.583207296801123931e-01 7.957513270303747666e-01 9.210302739996135690e-01 7.042718692582083939e-01 8.827026847684514843e-01 6.081734661815922927e-01 8.390897617693298116e-01
5.150000000000000000e+01 4.000000000000000000e+00 8.918360108823945032e-01 9.594207354054256065e-01 7.971339756816111510e-01 9.226442330465072228e-01 7.052615454172223020e-01 8.846769252775994463e-01 6.085570601202496821e-01 8.413492175275230078e-01
5.250000000000000000e+01 4.000000000000000000e+00 8.916241416045931345e-01 9.595685940773867051e-01 7.969269006681009015e-01 9.230257795080739625e-01 7.051042999629834052e-01 8.853250961136363006e-01 6.084883572349857328e-01 8.423161956889479995e-01
5.350000000000000000e+01 4.000000000000000000e+00 8.926170164876121582e-01 9.603968771737769750e-01 7.978781140792787774e-01 9.242526302069834498e-01 7.057756162854942339e-01 8.868465483328744625e-01 6.087459919465263436e-01 8.440884808861724986e-01
5.450000000000000000e+01 4.000000000000000000e+00 8.929665433147428999e-01 9.608720552168353857e-01 7.982043131627937216e-01 9.250432877434014989e-01 7.059977548697141669e-01 8.879268448303910821e-01 6.088258683454639275e-01 8.454719061308032524e-01
5.550000000000000000e+01 4.000000000000000000e+00 8.927637911717796193e-01 9.610228167629498719e-01 7.979740912460092650e-01 9.253995716761406198e-01 7.058098413242902547e-01 8.885217104599906213e-01 6.087417849565693873e-01 8.463591135966916923e-01
5.650000000000000000e+01 4.000000000000000000e+00 8.941265113218872518e-01 9.620243955443860129e-01 7.993422809596301137e-01 9.268930767167733453e-01 7.068032313817633749e-01 8.903646124158003383e-01 6.091303719983682807e-01 8.484791933205059200e-01
5.750000000000000000e+01 4.000000000000000000e+00 8.938995006116998709e-01 9.622091533627007420e-01 7.990291793958002042e-01 9.272701884083955903e-01 7.065297919740858301e-01 8.909795499098608351e-01 6.090044552071697259e-01 8.494035765431293683e-01
5.850000000000000000e+01 4.000000000000000000e+00 8.952591915734693373e-01 9.631706212371602405e-01 8.003923252516452758e-01 9.286978286008218397e-01 7.075190819252668017e-01 8.927321541855351983e-01 6.093925793877186248e-01 8.514069528130321363e-01
5.950000000000000000e+01 4.000000000000000000e+00 8.958317968525986164e-01 9.636901873743405345e-01 8.010102081408088104e-01 9.295803237863747848e-01 7.079804584273139412e-01 8.939192312586738964e-01 6.095744521019094142e-01 8.528805890489105090e-01
