Temp TCP TCP_5 TCP_50
4.180925302222107121e+01 9.845469196676024382e-01 9.892721749276132126e-01 8.722096877889666811e-01
4.083083560714764815e+01 9.467300975117717288e-01 7.544882340437676360e-01 2.420244246003105356e-83
4.244062949913551108e+01 9.935250218021843827e-01 9.999000694073557627e-01 9.858512114879580679e-01
4.167368314195913115e+01 9.813650430905921374e-01 9.938498153044850181e-01 9.973868819142520659e-01
4.142716018300063752e+01 9.740194274191876778e-01 9.018852271827797473e-01 6.785813956879270496e-09
4.087809607068993500e+01 9.354962508047930392e-01 9.109252512352336573e-02 9.401574736071575122e-01
4.055483371328394782e+01 9.382831517185996617e-01 5.746520534255907808e-01 9.999999996710923211e-01
4.059329920452040597e+01 9.259416406773136599e-01 9.796151186016525125e-01 4.621913504199678285e-16
4.126145522208136640e+01 9.656302866219589331e-01 9.667604578577435603e-01 1.043308333321551655e-04
4.079425236837771962e+01 9.355187018524858678e-01 7.652295434154160469e-01 9.999997924478557509e-01
4.120084683077628540e+01 9.610037456779342291e-01 6.627771570889889885e-01 9.999313315522013745e-01
4.118494969685860241e+01 9.541423010734524368e-01 9.947930122016507282e-01 8.639276234417695433e-01
4.123828517595796228e+01 9.668015749002727421e-01 4.447201177057385491e-01 9.998901260575446814e-01
4.134781586624471572e+01 9.625073095360007214e-01 8.326193719763675949e-01 9.999989314806942975e-01
4.083869954658300117e+01 9.388566972312741843e-01 9.597036061714818711e-01 9.994459961629692524e-01
4.171444493802485454e+01 9.776619518938789444e-01 9.928516373330900091e-01 0.000000000000000000e+00
4.231879083354962034e+01 9.934228699752890579e-01 9.974944640448960564e-01 4.474720709119134332e-01
4.181548187198184507e+01 9.831672941215520156e-01 9.941600542807041974e-01 9.999917229393411322e-01
4.072948218305304380e+01 9.360856533366330723e-01 9.622973681581037386e-01 9.999955580250748932e-01
4.055838805127417857e+01 9.244228904794363766e-01 5.839203333198645929e-01 9.924653732046738730e-01
4.085027947007574767e+01 9.482763332084935826e-01 8.107317323072841253e-01 9.697684960228837303e-01
4.111973526961779157e+01 9.583028520627118185e-01 6.437622909681656180e-01 9.999999999793612870e-01
4.175435628473496052e+01 9.793643487668541869e-01 9.816675626226498697e-01 7.434626097479737350e-01
4.072310670197602178e+01 9.242040063313760045e-01 4.225714189357306361e-01 9.974163149486120483e-01
4.136149620144868067e+01 9.596073186411758771e-01 9.885535080379952433e-01 4.548860930237522380e-60
4.048407414369822988e+01 9.036463366248145279e-01 6.757550703925562230e-01 9.999998872486485224e-01
4.117313092789559903e+01 9.704330581613156426e-01 9.647159766857307250e-01 1.750238646721238523e-194
4.042844203247820900e+01 9.103132987405583298e-01 9.883116055579147519e-01 9.999999990971131236e-01
4.103742523615312621e+01 9.514729885489844330e-01 4.783951440384650589e-01 9.938707148266202607e-01
4.147134176403575623e+01 9.683873314654596332e-01 9.899772231992940430e-01 9.895746822878634941e-01
4.056193660229615716e+01 9.148150713892277963e-01 9.839406838464936911e-01 9.962532073529110077e-01
4.124765324954958601e+01 9.603139803769273897e-01 9.897281083439479765e-01 9.958053470799457241e-01
4.168466084585611497e+01 9.821814974768710016e-01 9.902318191491594757e-01 9.999972932108849299e-01
4.202617344525673815e+01 9.879876621371309620e-01 9.925903218755189883e-01 3.402811310541402691e-199
4.042418789908669652e+01 9.100493398461031447e-01 9.391380012625785145e-01 8.707703161624054111e-01
4.134114111684114334e+01 9.644520805401397556e-01 8.964892111396637331e-01 9.957636949637141965e-01
3.982355535749459108e+01 8.511263595502053247e-01 5.248602032724691835e-01 9.909489740653005807e-01
4.100887901971800176e+01 9.462582693062696615e-01 9.983349258572651319e-01 9.999990095761299713e-01
4.167640150434802138e+01 9.758886682351617381e-01 9.961730037495113432e-01 2.572414742295791582e-149
4.125360114777728171e+01 9.568940808142479826e-01 9.887463111405648819e-01 9.999898951560231009e-01
4.077545231359110289e+01 9.253799570801405361e-01 8.473772821692671098e-01 9.255271455569435979e-01
4.086903354780339015e+01 9.448630471738275194e-01 9.709339440126778520e-01 9.978728848727123069e-01
4.029561499226046806e+01 8.966419715732483198e-01 6.371614360255432041e-01 9.999543406573808690e-01
4.158777566491009736e+01 9.774272196586014649e-01 8.004448449268877219e-01 9.972878256004163999e-01
4.220084124576725770e+01 9.912306877960340712e-01 9.969125475890689980e-01 9.993877361437240037e-01
3.989140708046434014e+01 8.539077506789805039e-01 9.229489737533840277e-01 8.412789089260817033e-01
4.029294206462581940e+01 9.022646125361195590e-01 9.620749109829598300e-01 9.999999993233695816e-01
4.155642393090116116e+01 9.726774339442102457e-01 9.227153463040489445e-01 9.885584075242097590e-01
4.092847581580729610e+01 9.535407484467730566e-01 9.317099642531965209e-01 5.961055427956959418e-01
4.191186001115650583e+01 9.844408920991636336e-01 9.959992059605462522e-01 0.000000000000000000e+00
4.233479381226399596e+01 9.917451541962277739e-01 9.970362266393915096e-01 9.999999999802801076e-01
4.056682438824103087e+01 9.343846660187670183e-01 9.740451098953675224e-01 9.999985926603761621e-01
4.073119228101617750e+01 9.374032659225121078e-01 6.810301812216381645e-01 9.999980908525339940e-01
4.162553097566894422e+01 9.736813124487060378e-01 9.965696525485936430e-01 6.867213204756531519e-01
4.133240694136431870e+01 9.688261508291946544e-01 9.881975541198718682e-01 9.999999918970291501e-01
4.003517118541444830e+01 8.765732962159394903e-01 7.862310827403997671e-01 3.957768000014524237e-153
4.168723962564032348e+01 9.824219876607688251e-01 9.333181236512395618e-01 9.999999999987800869e-01
4.168142101593971915e+01 9.773743465750696080e-01 9.943351419174997208e-01 7.738447608078659057e-01
4.040709908707560771e+01 8.970280245355777282e-01 3.855885372434037506e-01 2.331104036502624766e-01
4.183437379373992826e+01 9.808446278545154273e-01 9.922564858687399347e-01 9.999999997382512662e-01
3.987948152778559319e+01 8.618878222356289864e-01 8.253348978471574116e-01 0.000000000000000000e+00
4.076858300245530131e+01 9.369462804201699191e-01 9.298388975031909309e-01 9.999997299373859505e-01
4.040853146517312666e+01 9.039740849150285085e-01 2.755921217721832850e-01 9.999970807104950898e-01
4.047555898378093531e+01 9.275598874618120604e-01 7.936696044174241793e-01 2.348139163360350723e-02
4.113156794936077176e+01 9.635380669496770301e-01 8.812267769273453011e-01 9.999998542736275864e-01
4.144017730360852170e+01 9.709944267761613235e-01 7.958317626677335888e-01 9.970062671042384528e-01
4.141295710875164815e+01 9.684112642624348455e-01 9.977020852732717549e-01 1.241112220592950557e-22
4.076972239018376598e+01 9.563874996590094879e-01 8.046048383298408380e-02 0.000000000000000000e+00
4.111610826879158509e+01 9.537167224375933117e-01 9.974775555500141611e-01 9.537051946604655495e-01
4.103429920304317591e+01 9.443976331410850467e-01 9.967919508758115166e-01 9.999999679970964506e-01
4.096799783151593033e+01 9.553788519258634704e-01 8.545544372929322341e-01 3.927183047469793437e-02
4.102459956154962128e+01 9.427396128037326406e-01 8.984111127014610121e-01 5.525688580265799565e-01
4.188256754413814775e+01 9.867229436089062222e-01 9.986326335841790858e-01 0.000000000000000000e+00
4.151903587108127169e+01 9.798685489054059783e-01 6.063021051681317664e-01 9.999838977881315705e-01
4.080576254227597133e+01 9.445187295077311918e-01 8.710318317713862113e-01 0.000000000000000000e+00
4.038677400671350881e+01 9.115533007026458412e-01 9.329792388004815029e-01 5.479482124859528236e-01
4.108071263442484167e+01 9.643097804754728886e-01 9.883200784107494252e-01 9.998421062195366193e-01
4.122873079273387731e+01 9.657122516638374510e-01 9.664793387665763236e-01 9.999229551568294960e-01
4.042189782630671857e+01 9.021907632138074229e-01 9.165351524621501156e-01 9.999999980724283422e-01
4.065572050830756012e+01 9.419203400900226786e-01 9.479404913173293812e-01 9.999979071037213840e-01
4.002385706638806795e+01 8.669181064835597139e-01 5.264786575984146122e-01 8.269643291590051959e-01
4.130765300101119664e+01 9.598638109665067475e-01 6.381597949790758506e-02 9.995954679301687351e-01
4.130993797401055190e+01 9.784589384714704741e-01 9.940663526665655114e-01 9.998701445898593443e-01
4.098241942236244029e+01 9.535331863442609857e-01 9.923940906536307116e-01 9.999999999978510523e-01
4.121610938381422784e+01 9.571732979092705262e-01 8.877242892269527896e-01 9.875296755441250477e-17
4.066401764317888023e+01 9.255531507215124520e-01 7.205213874933292795e-01 9.998086088910441704e-01
4.076012370408012941e+01 9.303994763648330002e-01 8.290326102892935367e-01 9.999989586101922789e-01
4.127917508870388019e+01 9.600399897986253706e-01 9.560303384752620870e-01 9.998226585404446087e-01
4.015153575334262825e+01 8.818691592538892010e-01 6.747947358544090779e-01 9.999691484671542341e-01
4.153118450394286043e+01 9.761281568005932829e-01 9.083744832497957500e-01 1.097918864093370368e-12
4.169954292352871050e+01 9.806629464739656798e-01 9.952988693330488967e-01 9.999999999982104315e-01
3.959239277441324134e+01 8.264714567550331958e-01 4.117911387437211412e-01 9.999292307059773899e-01
4.074783544796556356e+01 9.522731376816033766e-01 9.959239364536149886e-01 0.000000000000000000e+00
4.151688316921757860e+01 9.676723661235528962e-01 9.644403490824599023e-01 9.999988697869477416e-01
4.106008635264019091e+01 9.532324905342367538e-01 9.592830515836318073e-01 9.999269728632934617e-01
4.029632711344579121e+01 9.047872477037155470e-01 8.518477492376675952e-01 6.005756832735947767e-35
4.138369210566596479e+01 9.723343552867487194e-01 9.909766489896622010e-01 9.994822396617317750e-01
4.124500587245213268e+01 9.603541814123359721e-01 8.412256506325069827e-01 9.999999999931017403e-01
4.134961553671124079e+01 9.661539351578242174e-01 9.983742333997306373e-01 9.999999999995153876e-01
4.152218234897119231e+01 9.828162321627694764e-01 9.955881540615963976e-01 9.999436021972091249e-01
4.096528063936975173e+01 9.701665086842428121e-01 9.766805923050128069e-01 2.258913155732623357e-01
4.110827604917896139e+01 9.473466160223682486e-01 9.749312563849464874e-01 9.999936629317280889e-01
4.140632356637174638e+01 9.659829894363123337e-01 7.260847612979614008e-01 9.999994996721001117e-01
4.181089567851155664e+01 9.844159252902205948e-01 9.983976928519886496e-01 9.999534842241923904e-01
4.115325322358773974e+01 9.603305547875594650e-01 9.575458596864756533e-01 3.128435899385954006e-13
3.962845783906599451e+01 8.273063444393952137e-01 4.933194130383508624e-01 9.999991093412123888e-01
4.103165585427517925e+01 9.623665717620778493e-01 9.668807989741491360e-01 9.999999999994610977e-01
4.112835109622439944e+01 9.678934210634865254e-01 7.950612694107258571e-01 9.999997618852561887e-01
4.049843676200690368e+01 9.142347181813927914e-01 3.248686384917018888e-01 9.444549991347435114e-01
4.147308906743414525e+01 9.769707991921035006e-01 5.686039041972474894e-01 9.997842227894984113e-01
4.215426218182041396e+01 9.900441301080742384e-01 9.912082616895243614e-01 9.999999815636250178e-01
4.143011259074721409e+01 9.719052425987403376e-01 9.861824096685219976e-01 0.000000000000000000e+00
4.110908777807459558e+01 9.473828602426908052e-01 9.842158903113481516e-01 3.542757555982494200e-01
4.029165218351846534e+01 9.002458764898426669e-01 7.897308488120133863e-01 2.529526456209707175e-07
4.197336274601698136e+01 9.841452243736691363e-01 9.937980734609122013e-01 9.999999960341600103e-01
4.123536200650939065e+01 9.756413207981424751e-01 9.558649441531383850e-01 9.999999660873130081e-01
4.049757300527647885e+01 9.156689782601640237e-01 9.147386932253984693e-01 0.000000000000000000e+00
4.045432528093225244e+01 9.057566828542518156e-01 8.161887921312556138e-01 9.999998912285829045e-01
4.037313641302240796e+01 9.213017925413041764e-01 9.094770693125144856e-01 1.474745119844566510e-28
4.128326253825748182e+01 9.644722586338161374e-01 9.920871777708912820e-01 9.999863775719972647e-01
4.157313514736864590e+01 9.835435248323884938e-01 9.650256809061799057e-01 9.999947305879297588e-01
4.136325163854463227e+01 9.707290296796543538e-01 9.765285067592456292e-01 3.323883129410092341e-01
4.153751808782089938e+01 9.783726770490887015e-01 9.978104788957117277e-01 9.999999999805933015e-01
4.099992520206461677e+01 9.472301742272255520e-01 9.957922918106331123e-01 9.999999999997704059e-01
4.124523224072863314e+01 9.619395153397147791e-01 8.097036086490126960e-01 2.122496211400745514e-237
4.115213044579249413e+01 9.557350203107097819e-01 9.114235880393795064e-01 0.000000000000000000e+00
4.108033099903677510e+01 9.494199226635875455e-01 9.544585363728796956e-01 9.999999979394261773e-01
4.056555082432601012e+01 9.204034943339350905e-01 9.571321155457144236e-01 9.992670821557478877e-01
4.011300404784864782e+01 8.763880122518076243e-01 1.492388510274755276e-01 9.999998129365582633e-01
4.100936206687882191e+01 9.381162994327776339e-01 9.975997535751955914e-01 2.092212173276566667e-01
4.087895599744938835e+01 9.383162240226713413e-01 8.244582016691449633e-01 4.894530948472477876e-03
4.186433297213947924e+01 9.843543821161437890e-01 9.886818158285965996e-01 9.999991071819358535e-01
4.052967151540649127e+01 9.186176522135323097e-01 8.491505722632864961e-01 9.999993931870518882e-01
4.134935938788332521e+01 9.634320004353286171e-01 9.705802183067895328e-01 9.999916316229209290e-01
4.134980668698361939e+01 9.765043397985029294e-01 8.715082569836222204e-01 8.176229239127877912e-01
4.128809453833196130e+01 9.651954251445160615e-01 9.955456685700510011e-01 9.860067130259145829e-01
4.144804598849040644e+01 9.727231006038039585e-01 9.462865015271022529e-01 0.000000000000000000e+00
4.144733056831860551e+01 9.653363534165239068e-01 9.477423486260303509e-01 4.186154776813824085e-01
4.135544167801280935e+01 9.774596284243779465e-01 9.878890666987513169e-01 9.999999996054742546e-01
4.033876429563937904e+01 9.036342571884077302e-01 7.888928208256039687e-01 0.000000000000000000e+00
4.087925629050783982e+01 9.387273233253354832e-01 7.715281300249859919e-01 4.097450498325599377e-01
4.169415574465886465e+01 9.826741809965341412e-01 9.919290008501575606e-01 9.999999999998100408e-01
4.029648645176969524e+01 8.998989857620276478e-01 8.584699043031742693e-01 9.840563840292030351e-01
4.161525436456653182e+01 9.790341081981400739e-01 9.871168703781021403e-01 9.963507454553452991e-01
4.122189728594287317e+01 9.635718579124742389e-01 9.977357649839487808e-01 9.999999026819555992e-01
4.056928332500604739e+01 9.301244985067554927e-01 7.055733595263309343e-01 9.998389377283114499e-01
4.038323460022909472e+01 9.015190021074986904e-01 9.795475850376968996e-01 0.000000000000000000e+00
4.026488089143508375e+01 9.056777521560742672e-01 3.396889165347819484e-01 9.540272984677483636e-02
4.117209303164882783e+01 9.615837278991874459e-01 9.980962310718423103e-01 6.878702683565503240e-03
4.141733779287352490e+01 9.731925809010024686e-01 9.884182835395037836e-01 9.999953455671161118e-01
4.194445751954644663e+01 9.856330490356747243e-01 9.069119124753859396e-01 9.999312760744479833e-01
4.089429100174453424e+01 9.451428226499094531e-01 8.781037441538913635e-01 1.186589209977259929e-13
4.102638574129332483e+01 9.578065930878457701e-01 9.670312266218128450e-01 5.879464853622010656e-01
4.055151627089398403e+01 9.418388869091093296e-01 9.587253499593917372e-01 9.987045484427815589e-01
4.140770311923689917e+01 9.744643750644325086e-01 9.882226362157989774e-01 9.999996863654484480e-01
4.128462372843026174e+01 9.687493633565446016e-01 7.363628789529474972e-01 6.944182874194918531e-01
4.083656875276041376e+01 9.342950400943814682e-01 9.822962615200172554e-01 0.000000000000000000e+00
4.123454245455654643e+01 9.569540539816001612e-01 9.372304309075940587e-01 7.655847439408010418e-11
4.106295832927285971e+01 9.593865587704426545e-01 8.938528884710915667e-01 9.999990261093397725e-01
4.214784052620455412e+01 9.898091057268444404e-01 9.882881864587836906e-01 3.211181590079541441e-69
4.031708168658317959e+01 8.970087585187196400e-01 7.891686028594387947e-01 9.986475027290626638e-01
4.043474989667411990e+01 9.014337087900325951e-01 9.287893076138181714e-01 0.000000000000000000e+00
4.078481648516671498e+01 9.364092201306530860e-01 6.291483711696509440e-01 0.000000000000000000e+00
4.033647223254352099e+01 9.089802057091951326e-01 9.880936258676428219e-01 9.999999999523008221e-01
4.178895365560301656e+01 9.810629809542018576e-01 9.767548245580592869e-01 9.999999972105101387e-01
4.067489433867399384e+01 9.297586129430475133e-01 9.441423069068966001e-01 2.362710529791452879e-02
4.124552125396982660e+01 9.641314338103665893e-01 9.069273826974819652e-01 2.028344195150477534e-08
4.091678688320516244e+01 9.501953372501416029e-01 5.027705162863717048e-01 0.000000000000000000e+00
4.171933100177234621e+01 9.845897065437396734e-01 9.867125349194740824e-01 9.751126246907735329e-01
4.040929208747497370e+01 9.267996296872871298e-01 8.474391559434243382e-01 9.508758700352853976e-01
4.068262567265000484e+01 9.513242647872134361e-01 9.269382283501238495e-01 0.000000000000000000e+00
4.083785087853489415e+01 9.522837481779649060e-01 8.504131076964313030e-01 9.999939009182848837e-01
4.037357055389230709e+01 8.959119942055574493e-01 7.878101631169939223e-01 0.000000000000000000e+00
4.095325804148930615e+01 9.459448396446089591e-01 6.675549480747875464e-01 9.998785844121927946e-01
3.981033786283850162e+01 8.501914142442329458e-01 5.351520695605248568e-01 9.999643079619867647e-01
4.056503850741746930e+01 9.195949073509188665e-01 8.903251191546397436e-01 9.627915793915460263e-01
4.220562401141734199e+01 9.890192641969186571e-01 9.918138453862136439e-01 9.996941803905223800e-01
4.024894124931956441e+01 9.117132407733047339e-01 9.755960197375501686e-01 9.999986877893390913e-01
4.106718286859491229e+01 9.491218767680877910e-01 9.029920953542173168e-01 0.000000000000000000e+00
4.047180812368843306e+01 9.193584011195414796e-01 9.825304958388736409e-01 9.988295236411668387e-01
3.959399955148836625e+01 8.250231188848723418e-01 9.693575662632841761e-01 9.690980340527507453e-01
4.103328973040903094e+01 9.565845582576458783e-01 8.596395022000563602e-01 9.999622321994195984e-01
4.150951179918500600e+01 9.750363322492631157e-01 9.116601633257358506e-01 5.884744270338634342e-01
4.098518590991530886e+01 9.613372457190034748e-01 9.851502119389919931e-01 0.000000000000000000e+00
4.213410966916801215e+01 9.877902572661066971e-01 9.094196601933750568e-01 9.999999999990479838e-01
4.107660217387413581e+01 9.590317308941801455e-01 9.877782610897227755e-01 9.999706557670225981e-01
4.193619044996960099e+01 9.849140000032051701e-01 9.863392290912319504e-01 9.995921422456316430e-01
4.137875415166630688e+01 9.627598461162943932e-01 9.855058048236131629e-01 9.999999999778249604e-01
4.106126359231193135e+01 9.519758581738509973e-01 9.314108842217686535e-01 9.999989148229032621e-01
4.069557422014960935e+01 9.400931447992944001e-01 8.505881894427747003e-01 4.272816889091657451e-126
4.032393358577100173e+01 9.074514598592092751e-01 8.818889344754501369e-01 0.000000000000000000e+00
4.012637986159448644e+01 9.016005655245321604e-01 9.678813168034782199e-01 9.999958303232381329e-01
4.109860335212066218e+01 9.659280278548542098e-01 9.449548711178612503e-01 9.999999994959940519e-01
4.204720040403337578e+01 9.880002705957094955e-01 9.824398051423576250e-01 8.243943846658609020e-01
4.121326065365109059e+01 9.515031837370216961e-01 9.993520283628263279e-01 8.699246651282987765e-53
4.041890071722748701e+01 9.039071353424773525e-01 9.245917254301536659e-01 1.097436194010623371e-46
4.004365124288354139e+01 8.697236372379794078e-01 8.999830171173357485e-01 0.000000000000000000e+00
4.017398106235660293e+01 8.901702651392864318e-01 1.915673412491801508e-01 9.999982015784136813e-01
4.083963275666545911e+01 9.456580150954909669e-01 8.558762283441072594e-01 9.983224530852840006e-01
4.083334440603039184e+01 9.293565342349370262e-01 9.730556613849427050e-01 9.905314109466323291e-01
4.072332603496464998e+01 9.300761787330487085e-01 9.533455181565521075e-01 4.044425789010182925e-34
4.115496918848839414e+01 9.547145393917541023e-01 8.512572069564567911e-01 9.750440388180975360e-01
4.166704859546635475e+01 9.753979312292475612e-01 9.990962480122238532e-01 9.999999996142698855e-01
4.164099691123665536e+01 9.834613596223336085e-01 9.631756632743149193e-01 9.999999999924356064e-01
4.054832779451685809e+01 9.370717494395461866e-01 9.917589508268476184e-01 6.561758983765311193e-01
4.011136092870552261e+01 9.131389115545643920e-01 9.318278462083035008e-01 9.338389305520143902e-01
4.224905260364181458e+01 9.916113702658614359e-01 9.877911938450755214e-01 0.000000000000000000e+00
4.130349036096207271e+01 9.654820830117812891e-01 7.161485721490746803e-01 9.474448813076524756e-01
4.053843908347643321e+01 9.419281499934711865e-01 9.866885612857211330e-01 9.999999963826016192e-01
4.050486061659248804e+01 9.048599876507229522e-01 8.783450643039454331e-01 2.332570085793158070e-89
4.008114074177287733e+01 8.892105609264333577e-01 9.867521016550494517e-01 9.961426124274846972e-01
4.029217984343713255e+01 8.879111703285083035e-01 8.084191624874400572e-01 9.591866648628439851e-01
4.210608530460545040e+01 9.875625834081305232e-01 9.754378653400718191e-01 4.052938414764987273e-11
4.154736500458301407e+01 9.811092753009962308e-01 9.953286905867609891e-01 9.999963579419633986e-01
4.157885692163726787e+01 9.767613744169174606e-01 9.968902871699448776e-01 8.792900104107466142e-01
4.162204472127534416e+01 9.785254928677553643e-01 9.618243592930270092e-01 9.999999961198920984e-01
4.150765243067672827e+01 9.771796359499757001e-01 9.982325523357988839e-01 1.044443578505666571e-09
4.147615273755006626e+01 9.674112001453466503e-01 9.775988872581007350e-01 8.890269211908182096e-16
4.142265695280747195e+01 9.724408274869642543e-01 9.999039934098606919e-01 0.000000000000000000e+00
4.116800932984044437e+01 9.648231408138063792e-01 9.982783109514380415e-01 9.999999999938244954e-01
4.078484301740451201e+01 9.579192630126653896e-01 2.837371379120018910e-01 9.462420032087882626e-01
4.102737950717839510e+01 9.565912391166077056e-01 9.360093132948880124e-01 9.999999999315966059e-01
4.022447316818466589e+01 8.843623596254391872e-01 8.346165027122245395e-01 0.000000000000000000e+00
4.106370791728237180e+01 9.656139522469859848e-01 9.402061474081352399e-01 2.050915148893905035e-44
4.113251790343288405e+01 9.709661914603311406e-01 9.852298194914055340e-01 9.999218514447512085e-01
4.075738774681380505e+01 9.306589515401678669e-01 9.552061315565878452e-01 9.961336077709875836e-01
4.118982870114630401e+01 9.652662473835691426e-01 9.903934044372778578e-01 9.999999955528433571e-01
4.169589457654394948e+01 9.802640357213305844e-01 9.188054372655222179e-01 9.994363882912788988e-01
4.085463579720330074e+01 9.427150610166791234e-01 9.929519427640167706e-01 1.898464690758296380e-01
4.093427880416157194e+01 9.342650014683272497e-01 7.350275053419356164e-01 9.999495883929558904e-01
4.111692603864572959e+01 9.453565074440668514e-01 9.340076316710791415e-01 2.394244069532046733e-08
4.127644304622045013e+01 9.646697216842308187e-01 9.891322131720307054e-01 9.999999275283061317e-01
4.040707894268916078e+01 8.980346431596650802e-01 9.335444537990471581e-01 0.000000000000000000e+00
4.026974313489564850e+01 8.880018579366408815e-01 9.566381124726974772e-01 0.000000000000000000e+00
4.065366892378837349e+01 9.222865154552890576e-01 9.131654333881890073e-01 9.999999999854255472e-01
4.024377537738045874e+01 9.003130407673991531e-01 9.006717972051466736e-01 9.992204605729246847e-01
4.121815354503613094e+01 9.605863964042923309e-01 9.891342174903625661e-01 8.543653975755933772e-01
4.044193317175515290e+01 8.999120224714719507e-01 9.310260106807994873e-01 9.999896470935020210e-01
4.056550703434846383e+01 9.436507472258993667e-01 4.538475807737352152e-01 3.217233308579206790e-03
4.039603747949649915e+01 9.131729778920993912e-01 6.592177980541991111e-01 0.000000000000000000e+00
4.182904429159316351e+01 9.799666867719887264e-01 9.942361989130115152e-01 9.980165165053904719e-01
4.041230838299372863e+01 9.054987683066820781e-01 7.595960810891487780e-01 1.653390743891345058e-07
4.128772260701261132e+01 9.699588611017105899e-01 9.920040240870836579e-01 3.261475115151080822e-02
3.978471778085206267e+01 8.603437781212101010e-01 9.179407748206209749e-01 9.986585316408035373e-01
4.118788103912578435e+01 9.604701271316656852e-01 9.982430705536587956e-01 9.999999945414184133e-01
4.095807183507327665e+01 9.558997698154330092e-01 9.485011158154592614e-01 9.999999999968934850e-01
4.135631189334590374e+01 9.695077031712632243e-01 9.878176997619683153e-01 2.153856251457107654e-189
4.080465169646370072e+01 9.537269703352125871e-01 4.754017588769446356e-01 9.999999999321499411e-01
4.087616228113365935e+01 9.465283737743199755e-01 8.897106310742646240e-01 1.980323420537034808e-05
3.984152987762317366e+01 8.494685995921100741e-01 7.599047874882955966e-01 5.506073580089668740e-01
4.152963589063791261e+01 9.706120343397800498e-01 9.095356063658855961e-01 9.999999713993491524e-01
4.078507064514574409e+01 9.427229791679501147e-01 9.780856439004068648e-01 9.999871429015484425e-01
4.085139892742452616e+01 9.604676073718146911e-01 9.916214550589211862e-01 9.999986736277836075e-01
4.095507053121770014e+01 9.449869842685025834e-01 9.862421807971891718e-01 6.398988998589817510e-17
4.102967751495064874e+01 9.510104271638976092e-01 9.576890976437592018e-01 9.999999414078353244e-01
4.095938107123198790e+01 9.464018105048636054e-01 9.485335927726017413e-01 9.999998949646381474e-01
4.028103198021092624e+01 9.261096078702518719e-01 6.893743771250480101e-01 9.995225218111197796e-01
4.028138869160848401e+01 8.997376137894324000e-01 9.277268086546841541e-01 9.999988231172821651e-01
4.026672900655255205e+01 8.908924554823426378e-01 9.581983178940921553e-01 0.000000000000000000e+00
4.039581991686884521e+01 9.139590640457243564e-01 9.859474597372053228e-01 2.093179887244233824e-17
4.103781344159873612e+01 9.476303826358717375e-01 9.477239640972057177e-01 2.865212522274780509e-03
4.116101646514277945e+01 9.543265603273619613e-01 8.974578749688087997e-01 7.753436216670995806e-01
4.019248011265409559e+01 9.066078120966261089e-01 9.083018818351471513e-01 9.999999684658495980e-01
4.107905837098319068e+01 9.740029317250233909e-01 4.291248551499393660e-01 6.885830499032944418e-01
4.105165920090826859e+01 9.577869423147958861e-01 9.150014793115519574e-01 9.986777439297522818e-01
4.061756995535778003e+01 9.323081615585243620e-01 8.018592028544412331e-01 9.993416535421746349e-01
4.129323524947306367e+01 9.670668444483171422e-01 9.557051271461450836e-01 9.999945392700436697e-01
4.040785815672819581e+01 9.019814588679705425e-01 6.790163013404719727e-01 0.000000000000000000e+00
4.159333942516825999e+01 9.795576842590050237e-01 9.815272376633680240e-01 0.000000000000000000e+00
4.133080913022857317e+01 9.726881757596337330e-01 9.260904870521932120e-01 9.999999995693039656e-01
4.067653524577727353e+01 9.246455218591417280e-01 8.932531106114938169e-01 9.997583857655333306e-01
4.102905088539682765e+01 9.451419093051522946e-01 6.933344424299323627e-01 8.141457574724835222e-01
4.043416706195867505e+01 9.138479495586122603e-01 9.319743332678585013e-01 1.897868317993753329e-01
4.067409688456326222e+01 9.332649322560400140e-01 8.783105594173191699e-01 9.763622776907740497e-02
4.084221532876992455e+01 9.562842193835754401e-01 8.729226799763850630e-01 5.882051775389542983e-47
4.047451863173431263e+01 9.063772198982404937e-01 8.056441954287333340e-01 9.327732589570283395e-01
4.121523820853469289e+01 9.561386114620633592e-01 8.808619149259531156e-01 1.179869576477774601e-01
4.126321898427978141e+01 9.709520118903327557e-01 8.962484329896612811e-01 9.999999999958710806e-01
4.083338888958985535e+01 9.346377111636566815e-01 5.619999969405623519e-01 9.999383375266811536e-01
4.020403532744381181e+01 8.887939965881282989e-01 9.799760612496311030e-01 7.355331030511625753e-137
4.084987228041615737e+01 9.413628648168377300e-01 4.858101391611659992e-01 9.999744735909509297e-01
4.123528801996686610e+01 9.633721028390402896e-01 9.882025473831599349e-01 0.000000000000000000e+00
4.000229303633452815e+01 8.757655576718070822e-01 8.617990145694228721e-01 0.000000000000000000e+00
4.095572114035439881e+01 9.508894945618328043e-01 9.911659106431865984e-01 9.999999999994391153e-01
4.108485617127018941e+01 9.560063429600942353e-01 9.771164671001996149e-01 9.999999914118958833e-01
4.130546517697231934e+01 9.658759227302248229e-01 9.019722239670142638e-01 9.999999999448541121e-01
4.145849245749060685e+01 9.725131400981655849e-01 9.805574854775173099e-01 9.999987551114055684e-01
4.072521086578286287e+01 9.427741321803562169e-01 9.914735860581940230e-01 9.999999998374354826e-01
4.140177707132053797e+01 9.757156150664552108e-01 9.558262629012417300e-01 9.994289578005067787e-01
4.117099348920292812e+01 9.677773374201820156e-01 9.587426954286190073e-01 9.999999999768135472e-01
4.093657493985912765e+01 9.452515657757347700e-01 5.434503254375833148e-01 9.999863701687640161e-01
