Temp_min Temp Temp_max TCP TCP_kill
3.900227653081982737e+01 3.956982046310119472e+01 4.002170931112557639e+01 7.775690067366374247e-01 8.244498448146255765e-01
3.946725098374530916e+01 4.148772107223300765e+01 4.299391398304003076e+01 9.031543434503319645e-01 9.781554727985923847e-01
3.907562400795004010e+01 3.994543614792253550e+01 4.207740829615070055e+01 8.122266364587210630e-01 8.881971864702644659e-01
4.109397575015691473e+01 4.205950923405065822e+01 4.273377944959700869e+01 9.245665199636474707e-01 9.870615087141955124e-01
3.920596146798300907e+01 4.119686207651827203e+01 4.283909901048366464e+01 8.892825295188878654e-01 9.681044768606308359e-01
3.988698638331948843e+01 4.105692987265016569e+01 4.292893746177413306e+01 8.806352542439653819e-01 9.609774071887733360e-01
3.914725357362569014e+01 4.015876704205093972e+01 4.207971139129239901e+01 8.260578241658400600e-01 9.008949367931705643e-01
4.046252657298873601e+01 4.173978137006264433e+01 4.255549778199640087e+01 9.118672922177251117e-01 9.793895361732183336e-01
3.931172385319834461e+01 4.037110438382562450e+01 4.144574555632384261e+01 8.374909744971913428e-01 9.038101207810108617e-01
3.958639087468234408e+01 4.112143554766280573e+01 4.277793964342897937e+01 8.872928712174851240e-01 9.709407826986450329e-01
4.063225551223084153e+01 4.160624167106905702e+01 4.278583895979635088e+01 9.062389039154472581e-01 9.766730055125105725e-01
3.910042921205675981e+01 4.090083733026918367e+01 4.202483789624295696e+01 8.716816368249956648e-01 9.458763517018250466e-01
3.973452557622897530e+01 4.087316719682583965e+01 4.270608805810137909e+01 8.708672453038319716e-01 9.514435676775924167e-01
3.979079083378770321e+01 4.103019001163247026e+01 4.205043927655928826e+01 8.770216664699680420e-01 9.481195063780593069e-01
4.044282247262606944e+01 4.148590132760273264e+01 4.244898138544848365e+01 9.001459104091131813e-01 9.700741175806119054e-01
3.910117207212006463e+01 4.033835926665288696e+01 4.175430517666749353e+01 8.370970836468760723e-01 9.081066409492215552e-01
3.967283946554881879e+01 4.061007388803336937e+01 4.223364518808342183e+01 8.538501297915725985e-01 9.285770571530936879e-01
3.979028258869345791e+01 4.084840819193432537e+01 4.231293461468882100e+01 8.673440472054465555e-01 9.411260192010473258e-01
4.086935842724290069e+01 4.139408636025879673e+01 4.266332897699957982e+01 8.956054838544398322e-01 9.669024595496843455e-01
3.941152283319932081e+01 4.046289975547875883e+01 4.189995263505791456e+01 8.444254638430427340e-01 9.157194847342350341e-01
3.980709745888194107e+01 4.158101471266787996e+01 4.272868377483236202e+01 9.069855491301576089e-01 9.802613721528404822e-01
4.007321002273958754e+01 4.194183714671672902e+01 4.276186868409448749e+01 9.217953267772208692e-01 9.880198836023545983e-01
3.945276638202039976e+01 4.060601917771550262e+01 4.146633284030114908e+01 8.518148431576305635e-01 9.187026877849624462e-01
3.920387565785202355e+01 3.995171213574830205e+01 4.141223923015975572e+01 8.088018497048742317e-01 8.707966164115650276e-01
3.990242004266182363e+01 4.096180645545830146e+01 4.233919275219489009e+01 8.736325388030896644e-01 9.470405129373667963e-01
3.955630886072946595e+01 4.086227914156774688e+01 4.177374304305595132e+01 8.676834335919385577e-01 9.380333594760351668e-01
4.096931819198676550e+01 4.189858233758040740e+01 4.266949647647888355e+01 9.181452191600698587e-01 9.831286708475643898e-01
3.901395731442212167e+01 4.028588775281765066e+01 4.141684735492930258e+01 8.334370706165417086e-01 9.024040278837744955e-01
3.990101989738568022e+01 4.086565097139013147e+01 4.287536256720926531e+01 8.704477191686672555e-01 9.530973682393226731e-01
3.947267582574082212e+01 4.008733325654264945e+01 4.068902826363141401e+01 8.158527132472686016e-01 8.716060363452168280e-01
3.924384458967223566e+01 4.012507457046838510e+01 4.186018588653094241e+01 8.227052555416667357e-01 8.931027114452148030e-01
3.903819817478790810e+01 4.106883992025547059e+01 4.232873153654050924e+01 8.825375706042829504e-01 9.605897263750863280e-01
3.904057795001794062e+01 4.011959091229887520e+01 4.188758543733829498e+01 8.224330351248775317e-01 8.932246370266351265e-01
4.009838309255766831e+01 4.125403964291570702e+01 4.273250475108061863e+01 8.896512007988870430e-01 9.642785946400822539e-01
3.903431356279015318e+01 3.986359103667774662e+01 4.192272047337386454e+01 8.058441424701665579e-01 8.784072890418401780e-01
4.010289852538386413e+01 4.114705121674487032e+01 4.297521980256949092e+01 8.851798710939715598e-01 9.645331803408111471e-01
3.926701078063316430e+01 4.034122641843228507e+01 4.169891111615944368e+01 8.359279414636842098e-01 9.038578740737134298e-01
4.041411407379777643e+01 4.160827769229378248e+01 4.288653383713823786e+01 9.065275519997193499e-01 9.773854903074641332e-01
4.052988461957871635e+01 4.130316387642110953e+01 4.214449370315649901e+01 8.907183150914407266e-01 9.603200516948093846e-01
3.950250395605902298e+01 4.122339763761572584e+01 4.240315575047127794e+01 8.886973813575774761e-01 9.624565794314681177e-01
4.075332091267641488e+01 4.156703050443830705e+01 4.222916537422264582e+01 9.035689722916305788e-01 9.719586459784075316e-01
3.900182358669285065e+01 4.026352647548022645e+01 4.091788007713445552e+01 8.295192008289172803e-01 8.910112110468162427e-01
3.985548903219983430e+01 4.082136928905590878e+01 4.180772232240751407e+01 8.655420884896157796e-01 9.369299682007562469e-01
3.920152776969910491e+01 4.083967174759024488e+01 4.282316871932530944e+01 8.702182581380665249e-01 9.537053367285522887e-01
3.949826006384468968e+01 4.079758967229306421e+01 4.248298829228946261e+01 8.656484910446801129e-01 9.430458351639833259e-01
4.055828917206210349e+01 4.117114758944279629e+01 4.212482557802932348e+01 8.837656469974420892e-01 9.533544397475315346e-01
3.904529181515407288e+01 4.104843868948466223e+01 4.295131232848992653e+01 8.847491933604023640e-01 9.711623306455668958e-01
3.929689614571555722e+01 3.998463893710803063e+01 4.154607201683535322e+01 8.116123272802031607e-01 8.758416794965030450e-01
3.980025502836583939e+01 4.155290788578925287e+01 4.293878417057310770e+01 9.059814225783768826e-01 9.804051252644588876e-01
4.076124243739228348e+01 4.173209061566898015e+01 4.282859033268369586e+01 9.123018233592588011e-01 9.819699095318958904e-01
3.970893670309823165e+01 4.046689037611292861e+01 4.142898731060505924e+01 8.423625899439313169e-01 9.065335460776239307e-01
3.965376581675840839e+01 4.079067487407132120e+01 4.281830806289625002e+01 8.664174224028030613e-01 9.494545177796975821e-01
3.942048642380937906e+01 4.097894133240546211e+01 4.288110341597347741e+01 8.783171087477339434e-01 9.615591210077885087e-01
3.962507596845934188e+01 4.065164529018699113e+01 4.227146241581173314e+01 8.564916932204561517e-01 9.317014539665003925e-01
4.023003147535326463e+01 4.061760369447287644e+01 4.130357648340424248e+01 8.509614730058997489e-01 9.140693518276482576e-01
3.955850606361433108e+01 4.052575183287861904e+01 4.129309058259720899e+01 8.460548615305268916e-01 9.101669091407618151e-01
4.077151741128646734e+01 4.152840832914071711e+01 4.274504000726700070e+01 9.022514287450663639e-01 9.728267933657198663e-01
4.016511663326067350e+01 4.125464473564879597e+01 4.194156010240135402e+01 8.881657422035897920e-01 9.570969965541347158e-01
3.958993218157122840e+01 4.165159888050730785e+01 4.255976904961648444e+01 9.101653411869577992e-01 9.813420077613512760e-01
3.965685577032960651e+01 4.119852413438756855e+01 4.197146633366453017e+01 8.864833883417128080e-01 9.578805195827571062e-01
3.915690882197271350e+01 3.991044087024838660e+01 4.163770233821028199e+01 8.071981566382563367e-01 8.732220170418273364e-01
3.978794977640120578e+01 4.088659804518184160e+01 4.231097614627811510e+01 8.699268597120315416e-01 9.444272162920760438e-01
3.994855539637291031e+01 4.135561335853245879e+01 4.250958547610667182e+01 8.956714936221352730e-01 9.705113918939534123e-01
4.032294469775285251e+01 4.144764765020673281e+01 4.263508573898420195e+01 8.991569255705540442e-01 9.715401181503448003e-01
4.083024832992947495e+01 4.187961555988834306e+01 4.280770605948075058e+01 9.175750391818493501e-01 9.832599128005377054e-01
3.970882981057133776e+01 4.015484782652263362e+01 4.081036784942043738e+01 8.206412491026641165e-01 8.777473850682865342e-01
4.126849799140917696e+01 4.219203586504837489e+01 4.294916720234526508e+01 9.296305684283262538e-01 9.900307058581354624e-01
3.960637328830254944e+01 4.137843920034809031e+01 4.293238255679781901e+01 8.996717314958220246e-01 9.796303433869729682e-01
3.953931609132921210e+01 4.110909994037767490e+01 4.270443530396065768e+01 8.834368258584476274e-01 9.610695493280121404e-01
4.009480018871033735e+01 4.132513861565514901e+01 4.297627939244728168e+01 8.943278185515894929e-01 9.713233121066918718e-01
3.927941395935184943e+01 4.126121512935412738e+01 4.259164235665387821e+01 8.920287161425216604e-01 9.684201279029540643e-01
4.192431602092129594e+01 4.215755977912108676e+01 4.263227004517463570e+01 9.277025179548619160e-01 9.877336768993747462e-01
3.942023021547193196e+01 4.149910015105470507e+01 4.271727863750495402e+01 9.037917731045652658e-01 9.781686716753992261e-01
3.938320907610687982e+01 4.033527124082892357e+01 4.246126630078472886e+01 8.386784316735775846e-01 9.203369667966757595e-01
3.926650474413919767e+01 4.153325105237908588e+01 4.275281802342120585e+01 9.057095107825823277e-01 9.794833843019810082e-01
3.989145261768669570e+01 4.095462768843896129e+01 4.238350610690218900e+01 8.736693390997517517e-01 9.482593691735754504e-01
4.035944957252437604e+01 4.095617379334920827e+01 4.208505295299703164e+01 8.722660851488550637e-01 9.423544262425100904e-01
4.009645667932568358e+01 4.117786664367689298e+01 4.298064202090448305e+01 8.874475539577361127e-01 9.672721210080932330e-01
4.046721637273258665e+01 4.148892785877093559e+01 4.236677212869312115e+01 9.003757189100719538e-01 9.704363843222703068e-01
3.993926760176349688e+01 4.082960047666900749e+01 4.180500653609201578e+01 8.649792578328904247e-01 9.336596922923081632e-01
3.915979681406098223e+01 4.065347395219217219e+01 4.206052757573889522e+01 8.570070803735322373e-01 9.311035133696119459e-01
4.005222662757207530e+01 4.149125547088584653e+01 4.285444449152160473e+01 9.022767041485141304e-01 9.763911517198717860e-01
3.969964651715187642e+01 4.052260139850881870e+01 4.132084502948535487e+01 8.455864034439100063e-01 9.091537265539219037e-01
3.991458611161538528e+01 4.161384798700478882e+01 4.283403795401176950e+01 9.085782234552483017e-01 9.818628263023765346e-01
3.961295292253776523e+01 4.038128230981966738e+01 4.147707927002399231e+01 8.371984057072479057e-01 9.016207342185357243e-01
4.128390407025202791e+01 4.167531066881392121e+01 4.204650161460723012e+01 9.075695050041868717e-01 9.727535474041753005e-01
3.909189712076017997e+01 4.123923632752791946e+01 4.267903956107262076e+01 8.914581944195341112e-01 9.686782989907024577e-01
3.904593458991300281e+01 3.998798312580512970e+01 4.069623759502240290e+01 8.096291393139600778e-01 8.655560868576033240e-01
3.964251943917079046e+01 4.117860959091787265e+01 4.276324315742971294e+01 8.897362092110250309e-01 9.719935469723367527e-01
3.920030174043118620e+01 4.151046866077227548e+01 4.247423851103476977e+01 9.045962770792997931e-01 9.780609540830258464e-01
4.030215723878801271e+01 4.097062285409496241e+01 4.208588424353448687e+01 8.729253105875034446e-01 9.426738763998800952e-01
4.046535960167622648e+01 4.171821255444214671e+01 4.250720698042737666e+01 9.109689404489120790e-01 9.788853185692604209e-01
4.055762764008114374e+01 4.167700905933992317e+01 4.299110649216362390e+01 9.095442046781327949e-01 9.796894284878794323e-01
3.944671521407826020e+01 4.055820265997937213e+01 4.197412007289630509e+01 8.506667688906123237e-01 9.233718182763702709e-01
3.992256474872765182e+01 4.115329699288327703e+01 4.202290935581513764e+01 8.835852982524171617e-01 9.544962328988548794e-01
3.908345485046039158e+01 4.026240812581117723e+01 4.112302724084360506e+01 8.294970793892103567e-01 8.915757007902318509e-01
3.932991418962236452e+01 4.086838282082354823e+01 4.270624973331054974e+01 8.727397173329961566e-01 9.565932523302286272e-01
3.916809037183438846e+01 4.005095353345535614e+01 4.091496901341427161e+01 8.156565577691130553e-01 8.767148680369238889e-01
3.977286139935563369e+01 4.015303735147838893e+01 4.094164432348203064e+01 8.205850250286804703e-01 8.780475635582509764e-01
4.091833416686101543e+01 4.138000987531315644e+01 4.257464160455413804e+01 8.947091206149820897e-01 9.653665737118395374e-01
3.974560471121830574e+01 4.050832217699727522e+01 4.258815805376928409e+01 8.493504597129798439e-01 9.315857669877019021e-01
3.916619202499348518e+01 4.061241091397698000e+01 4.234386118034652924e+01 8.562209240799931731e-01 9.356726660745938728e-01
3.930000662556372504e+01 4.086662073462625955e+01 4.235661156886249756e+01 8.706714382809812580e-01 9.489260393342803246e-01
4.005290022922896753e+01 4.133110723053584934e+01 4.214023294116537954e+01 8.928185777204095119e-01 9.635595661516180854e-01
3.980578452827827363e+01 4.084656679657791756e+01 4.220018320992934235e+01 8.671015709494537260e-01 9.399272023414649846e-01
4.058139198304301232e+01 4.137909196559969871e+01 4.265534375739451178e+01 8.950597299562914611e-01 9.667664365654045078e-01
3.995139260262033076e+01 4.181913077382400701e+01 4.297310198358767508e+01 9.173209256988092974e-01 9.867342513314408814e-01
3.954180244366111907e+01 3.979719553533902854e+01 4.008207359116050128e+01 7.941481986839948881e-01 8.434666156212656807e-01
3.931316588903109732e+01 3.993599662583780230e+01 4.059737552966935681e+01 8.056421910202471448e-01 8.603631699579870062e-01
3.925146122927721848e+01 4.068294033361615902e+01 4.196304522657499092e+01 8.578478725190621379e-01 9.294563011244504347e-01
3.905080671224428812e+01 4.017579019764484372e+01 4.130421143048925359e+01 8.245222240920453416e-01 8.882815913170061251e-01
3.917738760441464763e+01 4.045482170051734272e+01 4.274287889987589750e+01 8.476381136981261388e-01 9.347440962033254364e-01
3.908826725354805376e+01 3.985323041779152220e+01 4.103173728596014769e+01 8.006486737803490961e-01 8.572887260198127635e-01
3.982673082735927039e+01 4.090265842034710175e+01 4.260736022363010278e+01 8.721491820001139317e-01 9.510494447123583051e-01
4.076559227872748181e+01 4.141868434759892637e+01 4.211550106487784007e+01 8.960214877028284119e-01 9.640375376186333112e-01
4.005959209157587253e+01 4.099396824501070569e+01 4.266155598655322478e+01 8.766447860208053111e-01 9.544174473292669214e-01
3.931670830099629654e+01 4.036450992784796199e+01 4.191809349367966320e+01 8.379771894138182686e-01 9.086914908295363746e-01
3.959241132057042023e+01 4.069085817488416978e+01 4.230684488293672274e+01 8.595953678377774576e-01 9.364128972813819951e-01
3.981606778671081059e+01 4.096438963211867446e+01 4.298966363716090910e+01 8.761957844830112752e-01 9.592045966339874941e-01
4.020692741862894337e+01 4.132910501431643979e+01 4.245617831118595831e+01 8.928357377543392204e-01 9.645858579119052090e-01
3.933728667176796989e+01 4.076040641455319502e+01 4.205421418462977101e+01 8.624663310670857008e-01 9.347505815777674698e-01
3.956070160991847473e+01 4.101404364638796096e+01 4.267367530367954487e+01 8.799783633174119712e-01 9.613971418932635293e-01
3.993952195888316226e+01 4.157581352961484811e+01 4.294852643373049261e+01 9.063080492009707445e-01 9.793721396923800171e-01
4.147734121521681772e+01 4.191826986586912795e+01 4.252730125520695736e+01 9.183656710164552761e-01 9.819909172641838602e-01
4.003396614711157042e+01 4.087863306907772198e+01 4.152096788378848657e+01 8.675772519905261548e-01 9.355841261405095644e-01
3.952025171254148717e+01 4.089460921422339368e+01 4.286562585489241428e+01 8.724929970124811751e-01 9.549999001055476944e-01
3.942823941796095255e+01 4.070121977531987056e+01 4.174459498723210515e+01 8.590974645178172109e-01 9.311249848272743490e-01
3.996463783486471755e+01 4.089492580585090309e+01 4.178207312752513047e+01 8.685294902433138287e-01 9.367848071147086841e-01
3.951137347303621539e+01 4.023715177629399165e+01 4.135621744793299825e+01 8.276767383335107420e-01 8.903221795677465078e-01
3.916167368455858622e+01 4.010809529009830499e+01 4.246939439006451522e+01 8.251395777830243805e-01 9.100843316128894855e-01
4.135751543883844050e+01 4.235484721365382654e+01 4.277632255742955181e+01 9.354518419471287149e-01 9.926926375900241295e-01
4.025610498609302113e+01 4.071965131648057223e+01 4.187524282231778017e+01 8.582921830463913215e-01 9.264714628962913423e-01
3.908642184183366908e+01 4.054281748651320072e+01 4.235576335185653818e+01 8.512874599655232410e-01 9.296263205374465377e-01
3.977465774775579632e+01 4.096484547975080659e+01 4.174220487004905067e+01 8.728920663492811816e-01 9.420554066227546652e-01
3.914529991711973622e+01 4.167999810095187740e+01 4.283514160775469293e+01 9.132434857795960204e-01 9.855211520343599707e-01
3.942640468695932299e+01 4.063687180435625379e+01 4.126480619820247142e+01 8.535671569876878140e-01 9.200028553359036465e-01
3.901848727866083522e+01 4.062256615765361545e+01 4.157603062334138855e+01 8.547865669847717340e-01 9.263448551094246586e-01
4.072391701164642086e+01 4.192797309685663265e+01 4.275959481772441961e+01 9.201065719997475467e-01 9.859141285534940291e-01
4.047361111852217874e+01 4.155418360366637387e+01 4.239756122522584292e+01 9.030769999814504123e-01 9.716338710770094922e-01
3.948124328918201087e+01 4.180674186404369408e+01 4.294852533615828349e+01 9.178028020947129884e-01 9.874715125169184482e-01
4.090431081075912090e+01 4.187456667156017431e+01 4.235230743625278649e+01 9.169260677227221157e-01 9.815799739438060278e-01
3.912767829329816038e+01 4.046779144040633724e+01 4.098969216522829839e+01 8.431237901989300232e-01 9.076350208486784199e-01
3.917700629706788362e+01 4.006918443938482000e+01 4.134865666873156442e+01 8.167293783862458190e-01 8.787119023386138483e-01
4.115527618182668590e+01 4.210814965245646846e+01 4.296712913491003150e+01 9.267936072154837612e-01 9.891621363656493138e-01
3.903726502683410615e+01 4.123461468857211543e+01 4.289440958683471905e+01 8.945199462060553497e-01 9.785374773036353835e-01
4.067990482146024789e+01 4.139813122674959800e+01 4.182622541995971943e+01 8.947146249447085475e-01 9.617841832963165416e-01
3.911728274104487468e+01 4.063656524928022407e+01 4.238976052189801891e+01 8.576138503507462207e-01 9.371715642948597047e-01
3.960348972772502663e+01 4.038731939595190568e+01 4.095590533983997972e+01 8.366162287044793811e-01 8.976262963445900134e-01
4.019166627010395132e+01 4.097006730356812909e+01 4.239842469333930808e+01 8.741813452080940960e-01 9.482071763140088594e-01
3.974066272614282980e+01 4.064212753412287782e+01 4.206793459096759591e+01 8.549062022655669058e-01 9.266413782494732354e-01
3.940563519143355364e+01 4.057595731703691655e+01 4.263133205197534892e+01 8.537288849814234082e-01 9.362580682888126393e-01
3.992713206062676790e+01 4.104315128295387183e+01 4.188780668455522971e+01 8.770833317127575413e-01 9.463280738604533671e-01
3.918424602608471474e+01 4.038477809117275541e+01 4.288150350900165364e+01 8.450084984167847146e-01 9.373804912527096134e-01
4.007047151232275439e+01 4.154164476149823315e+01 4.240191091735083972e+01 9.033305870244128233e-01 9.733121939939580747e-01
3.965388541022097257e+01 4.092468280597221764e+01 4.205600952894000244e+01 8.718164166522688330e-01 9.445491540932136054e-01
3.956305463643181497e+01 4.032884698528177125e+01 4.143766915565539932e+01 8.335901537168052267e-01 8.970027336327949241e-01
3.953235335126279182e+01 4.114806169895996391e+01 4.271401948331286746e+01 8.861261871819228197e-01 9.646803791176510323e-01
3.915833891206960971e+01 4.130279996440161483e+01 4.268660180540651083e+01 8.950606983997476673e-01 9.727751581310867257e-01
4.118323794299788432e+01 4.181560518713457242e+01 4.231969526957630734e+01 9.140377919479956148e-01 9.787019889855276267e-01
3.922268572643848472e+01 4.010312342584321499e+01 4.145560982448552778e+01 8.194403068299379589e-01 8.830925947664690634e-01
3.984609989136642128e+01 4.074612938065044432e+01 4.164411481657939618e+01 8.596739051744619609e-01 9.265004487403051270e-01
3.934644355253719539e+01 4.036739824601760063e+01 4.203920723851026509e+01 8.384860253957493459e-01 9.109534903072595835e-01
4.119566972489543133e+01 4.214775439873461949e+01 4.298246692170255301e+01 9.280838545189571409e-01 9.894403530097264365e-01
3.974044226060947693e+01 4.050168075637700582e+01 4.152639540752861791e+01 8.447856832320308484e-01 9.100544477436396384e-01
3.955162759644616699e+01 4.016513186296427307e+01 4.066265427208476524e+01 8.212896756621617111e-01 8.782396684955429134e-01
3.984108643029691876e+01 4.092920930829606618e+01 4.171355196636434925e+01 8.708937024517157122e-01 9.401794824691775965e-01
4.046531124455766104e+01 4.107098442922126935e+01 4.199075280649466890e+01 8.780232503599347815e-01 9.464382836682224687e-01
3.989265483498591891e+01 4.100452305326869862e+01 4.193336154047373299e+01 8.750899173192678848e-01 9.447408694126900874e-01
3.976472472914862522e+01 4.052728380656894558e+01 4.159023201157896210e+01 8.465726702979771146e-01 9.126628364596247600e-01
4.015459090132159758e+01 4.167503716631985355e+01 4.296885528816979161e+01 9.102756290263634975e-01 9.812865829037070720e-01
3.967175265742187662e+01 4.042479482387095402e+01 4.180234621460412114e+01 8.408843791104188004e-01 9.092055653883188704e-01
3.949476805638366983e+01 4.159960116752502302e+01 4.235520804558966290e+01 9.078298740838358638e-01 9.793403573729659861e-01
4.073615333517990678e+01 4.185639290254921718e+01 4.258628953966901065e+01 9.168751478978516278e-01 9.832502170696578725e-01
4.037901037377478275e+01 4.140061312881780964e+01 4.242045653492245805e+01 8.959460745656995240e-01 9.662567698346007372e-01
3.956082490151543851e+01 4.044929060161950218e+01 4.277423780500852502e+01 8.471835816408849196e-01 9.349428281826170917e-01
4.129449866580819872e+01 4.205774681386137814e+01 4.290110714849833329e+01 9.246404701489278066e-01 9.875977663966019060e-01
3.949125797653727687e+01 4.066168044478165200e+01 4.177263062920991388e+01 8.560226535276911353e-01 9.260997180082863878e-01
4.087283764912233153e+01 4.104899238060375666e+01 4.126592781060015369e+01 8.757778098640599529e-01 9.405608241293530458e-01
3.939387542733447134e+01 4.026206816085480256e+01 4.138404008543842139e+01 8.293261502349367209e-01 8.922082471627806877e-01
3.922889738686760097e+01 4.028447987759058435e+01 4.131741990583238788e+01 8.310809637851253040e-01 8.943655424309703283e-01
3.925427613874468591e+01 4.056758289201790291e+01 4.197810859676084050e+01 8.525616269471286701e-01 9.281472529155667672e-01
4.037080537879118225e+01 4.122095673410668581e+01 4.250335711131370431e+01 8.876463736955323425e-01 9.610156225900038374e-01
3.920211135818845349e+01 4.056003759120218888e+01 4.296297681622763065e+01 8.551320427009143632e-01 9.459021615608600442e-01
3.960136409260971391e+01 4.057029748934313318e+01 4.248699716979206187e+01 8.524445615364919515e-01 9.317820932359480723e-01
3.992574148198673356e+01 4.077640921076150704e+01 4.151805912759188999e+01 8.617182528822476817e-01 9.293531385144769841e-01
3.914477921727355181e+01 3.992036133155060895e+01 4.140683265018743242e+01 8.068323221200169870e-01 8.689454767662102563e-01
4.037050769603690981e+01 4.071016030967971489e+01 4.090349349954455249e+01 8.561193855562239108e-01 9.184023690646244686e-01
4.143107547615810660e+01 4.186974005860428605e+01 4.257426126072473949e+01 9.163827853941161061e-01 9.807305949341084128e-01
3.975528656248977200e+01 4.173594302492016794e+01 4.291907348346816065e+01 9.137957430335070796e-01 9.841674390543763140e-01
3.960821902707043307e+01 3.999337728009521697e+01 4.067610212502428624e+01 8.090557036017710368e-01 8.631604481463831524e-01
3.972033543390372756e+01 4.116355617152622415e+01 4.228641350831022550e+01 8.850312483328244273e-01 9.582690325513548713e-01
3.933459296079053757e+01 4.020235677608369684e+01 4.165421702384809777e+01 8.269983713600288500e-01 8.943121344110178672e-01
3.952137648051950691e+01 4.119739045635648012e+01 4.299641617761336221e+01 8.887099454102549423e-01 9.682281913668994155e-01
3.920695094921349977e+01 4.133022965025028839e+01 4.249926099308147087e+01 8.955530966169042983e-01 9.707623853349718335e-01
3.937368045628161894e+01 4.038873259672008942e+01 4.217572700686839227e+01 8.406141032140633795e-01 9.158595928098094419e-01
4.043785915952878440e+01 4.083456819670965388e+01 4.153505251534956955e+01 8.641043764366714841e-01 9.293890089755667550e-01
3.908380386812652318e+01 4.042731018011809851e+01 4.221889098568641430e+01 8.455818539102110121e-01 9.254828267626185045e-01
4.031620903057882543e+01 4.079740837347659976e+01 4.128724861763634379e+01 8.617009406680710137e-01 9.258522499267329842e-01
3.904987123897318924e+01 3.962436650209111377e+01 4.040235671379253546e+01 7.820182598139815422e-01 8.306216030126618577e-01
4.060029455108639951e+01 4.160203257264761589e+01 4.268982403123135327e+01 9.058334927181963536e-01 9.756928497668214684e-01
4.091831640306150319e+01 4.161163038959949745e+01 4.299182352328055146e+01 9.063772610356469750e-01 9.773020372387825061e-01
3.922644848750861257e+01 4.043836238745750933e+01 4.226407214293831771e+01 8.440626481896837952e-01 9.206526571229570743e-01
3.952441663939569594e+01 4.070055617786559310e+01 4.228661502356474244e+01 8.592911869229598043e-01 9.342077995145986469e-01
4.017942236129304945e+01 4.141205754347712542e+01 4.217451814676226007e+01 8.966341538016953105e-01 9.666037117485881680e-01
4.105429316660655559e+01 4.203045761231302890e+01 4.289512833530313429e+01 9.237098991725855024e-01 9.872442317918742605e-01
3.920158497428533906e+01 4.094258425987994343e+01 4.201684424205630108e+01 8.743214545543813720e-01 9.498445424323210817e-01
4.085437740066774381e+01 4.169904576338471003e+01 4.226756432563227861e+01 9.092330897393244848e-01 9.756133984953943017e-01
3.936196180518758325e+01 4.068873024695208329e+01 4.189164442263690802e+01 8.594698829473726986e-01 9.345149099547884752e-01
3.951443197200235602e+01 4.170500053234972881e+01 4.295599730846156206e+01 9.135909311825235468e-01 9.858230895008103234e-01
3.937111863189039695e+01 4.131636378044797198e+01 4.245442336202506084e+01 8.941685795446130403e-01 9.685347955657261920e-01
3.966177150259763806e+01 4.105369093888987209e+01 4.254591768998780310e+01 8.795726866279864886e-01 9.552084390833869287e-01
3.970176379551113399e+01 4.072948873710348749e+01 4.223238400057909558e+01 8.607611305105616895e-01 9.348697331601691918e-01
3.957796915596708942e+01 4.087234338848478643e+01 4.200060180923476594e+01 8.686140382584655040e-01 9.404286507291662600e-01
3.925521538819833722e+01 4.083242305493683943e+01 4.185606241442698661e+01 8.668901095851503369e-01 9.390324160250090868e-01
3.935038830546992727e+01 4.015069792737359222e+01 4.114346164711039222e+01 8.220181409181566146e-01 8.834699444343095953e-01
3.953314902874229375e+01 4.036691304764759280e+01 4.167049144346283640e+01 8.368435263021811732e-01 9.033459467369634455e-01
3.913359937181900960e+01 4.052528749560092081e+01 4.257348332629334919e+01 8.514553372939535070e-01 9.345093691987459428e-01
3.905450043757588929e+01 4.104282279853497073e+01 4.212039698396124976e+01 8.801308210652263320e-01 9.553055399278277404e-01
3.937496396359031792e+01 4.015684675709879770e+01 4.104452219095474419e+01 8.217436482988624835e-01 8.814397028459303174e-01
3.942125621821374892e+01 4.122035529446757351e+01 4.275627566095424470e+01 8.895104307782427666e-01 9.664132646978312868e-01
3.919704474667452132e+01 4.006812206034999946e+01 4.126781729755094830e+01 8.165081441722711331e-01 8.777863021539115129e-01
4.031212240817740167e+01 4.117591811336012597e+01 4.198969023765695852e+01 8.838401563193076793e-01 9.525929198951413879e-01
3.910381382601973854e+01 4.073261168127111631e+01 4.137915569409429395e+01 8.606285633115774436e-01 9.302410468995910842e-01
4.023594739983538915e+01 4.097039420304943746e+01 4.212303819880354183e+01 8.731273993305588288e-01 9.434985322468359970e-01
3.967459362039996051e+01 4.074517179874463579e+01 4.232609144322172057e+01 8.627390677470887503e-01 9.395087794886637367e-01
3.905595841521149936e+01 4.098768101598857072e+01 4.280696804007697409e+01 8.791423878795054936e-01 9.616858470077441767e-01
4.013466022611325457e+01 4.097417927780409741e+01 4.241747648861885267e+01 8.743608092442316515e-01 9.483970237026071448e-01
3.923047354244143747e+01 4.002685778038703290e+01 4.162735990662426389e+01 8.148568604647878910e-01 8.805952661819101968e-01
4.212018243892775615e+01 4.247247805293626044e+01 4.266683359001199705e+01 9.389065844884929568e-01 9.934139646801407597e-01
3.951630673718591424e+01 4.043016135841902070e+01 4.290251611915976326e+01 8.469976773968110884e-01 9.385241736401487289e-01
3.935247125342750962e+01 4.044207508102630300e+01 4.240171612543891655e+01 8.450679456475188589e-01 9.246562956530682831e-01
4.079218590130352595e+01 4.197475653062015510e+01 4.257512396368612428e+01 9.215602798820994312e-01 9.857778859201068444e-01
